CATEGORY_Game,CATEGORY_Non Game,FREE,AD_SUPPORTED,INSTALLS_GROUP,PRICEBAND,SIZEBAND,IN_APP_PURCHASES,DAYS_SINCE_UPDATE_RANGE,REVIEW_COUNT,RATING_COUNT
1.0,0.0,1,1,0,0,3,1,5,183.0,532
0.0,1.0,1,0,0,0,3,1,2,35.0,84
1.0,0.0,1,1,1,0,3,0,0,6551.0,40103
1.0,0.0,1,1,1,0,4,1,2,507.0,38018
0.0,1.0,0,0,0,2,4,0,3,36.0,60
0.0,1.0,0,0,0,1,2,0,2,4.0,51
1.0,0.0,1,1,0,0,3,1,1,98.0,423
1.0,0.0,1,1,1,0,4,0,3,1705.0,16422
1.0,0.0,1,1,0,0,4,1,0,66.0,14845
1.0,0.0,1,1,1,0,2,1,3,5.0,521
0.0,1.0,1,1,1,0,2,1,3,498.0,9246
0.0,1.0,0,0,0,1,2,0,3,3.0,120
1.0,0.0,1,1,1,0,4,1,3,307.0,3454
0.0,1.0,1,1,1,0,1,0,0,2172.0,26740
1.0,0.0,1,1,0,0,2,1,1,135.0,723
1.0,0.0,1,1,1,0,4,0,4,486.0,28291
1.0,0.0,1,1,0,0,4,0,0,103.0,1366
0.0,1.0,1,0,0,0,1,1,5,10.0,1254
0.0,1.0,1,1,0,0,2,1,1,396.0,3967
1.0,0.0,1,0,0,0,4,1,1,581.0,20329
1.0,0.0,1,1,0,0,4,1,2,252.0,809
0.0,1.0,0,0,0,1,2,0,4,14.0,71
1.0,0.0,1,1,1,0,2,1,2,4667.0,89171
1.0,0.0,1,1,1,0,3,1,0,61.0,4621
0.0,1.0,0,0,0,1,2,0,2,4.0,20
1.0,0.0,1,0,0,0,3,1,3,34.0,26148
0.0,1.0,1,0,0,0,4,1,3,147.0,1215
0.0,1.0,1,1,0,0,2,1,2,9.0,1271
0.0,1.0,1,1,0,0,2,0,1,43.0,855
0.0,1.0,1,1,1,0,0,0,3,236.0,21227
1.0,0.0,1,1,1,0,3,0,0,265.0,25071
0.0,1.0,1,1,1,0,1,1,0,444.0,5241
0.0,1.0,1,0,0,0,2,1,3,34.0,278
0.0,1.0,1,1,0,0,2,0,1,38.0,1452
1.0,0.0,1,1,0,0,2,0,0,19.0,36
1.0,0.0,1,1,1,0,4,1,2,705.0,68047
1.0,0.0,0,1,0,3,1,0,3,17.0,108
1.0,0.0,1,1,1,0,4,0,3,46.0,1981
0.0,1.0,1,0,0,0,1,1,2,6.0,2417
0.0,1.0,1,0,0,0,1,1,1,6.0,117
0.0,1.0,0,0,0,1,0,0,3,27.0,533
1.0,0.0,1,1,1,0,4,0,2,137.0,5507
0.0,1.0,1,0,0,0,2,1,4,61.0,383
1.0,0.0,1,1,0,0,2,0,4,21.0,43
1.0,0.0,1,1,1,0,4,0,2,667.0,11745
1.0,0.0,1,0,0,0,1,0,3,307.0,812
1.0,0.0,1,1,1,0,2,0,4,10.0,1072
0.0,1.0,1,1,1,0,2,0,3,70.0,12032
0.0,1.0,1,0,0,0,2,0,2,354.0,1041
1.0,0.0,1,1,0,0,1,0,3,9.0,167
1.0,0.0,1,1,0,0,3,1,2,44.0,155
0.0,1.0,1,1,0,0,0,0,4,307.0,1672
0.0,1.0,1,0,0,0,2,1,0,50.0,149
1.0,0.0,1,1,1,0,3,1,1,1340.0,15268
0.0,1.0,1,1,1,0,1,1,3,729.0,8721
1.0,0.0,1,1,0,0,4,1,0,108.0,2461
1.0,0.0,1,1,0,0,3,0,2,9.0,180
0.0,1.0,1,0,0,0,2,1,3,62.0,2013
0.0,1.0,1,1,0,0,2,1,2,145.0,1850
1.0,0.0,1,1,0,0,2,0,1,1.0,107
1.0,0.0,1,1,1,0,3,1,2,1065.0,263689
1.0,0.0,1,1,1,0,4,1,1,791.0,54098
0.0,1.0,1,1,0,0,1,1,4,62.0,1551
1.0,0.0,1,1,0,0,3,0,3,573.0,6471
0.0,1.0,0,0,0,2,2,1,5,7.0,82
0.0,1.0,1,0,0,0,2,0,3,38.0,84
1.0,0.0,1,1,0,0,2,0,2,7.0,206
1.0,0.0,1,1,0,0,2,0,0,6.0,17
0.0,1.0,1,1,0,0,1,1,4,236.0,717
0.0,1.0,1,1,0,0,1,1,1,3.0,119
0.0,1.0,1,1,1,0,0,1,0,19.0,3977
1.0,0.0,1,0,0,0,3,1,2,109.0,1179
0.0,1.0,0,0,0,1,1,0,5,1.0,17
1.0,0.0,1,1,1,0,3,1,2,81.0,12337
0.0,1.0,0,1,0,1,2,0,3,6.0,41
0.0,1.0,1,1,0,0,0,0,3,25.0,2278
0.0,1.0,1,1,0,0,2,0,1,89.0,559
0.0,1.0,0,0,0,1,2,0,2,18.0,94
0.0,1.0,0,0,0,1,2,0,3,6.0,82
1.0,0.0,1,0,0,0,0,0,0,90.0,120
0.0,1.0,1,0,0,0,2,1,1,13.0,2264
1.0,0.0,1,1,0,0,2,1,0,383.0,13759
1.0,0.0,1,1,1,0,2,1,2,2156.0,56502
1.0,0.0,1,1,1,0,2,0,3,25.0,2669
1.0,0.0,1,1,0,0,3,0,1,36.0,120
1.0,0.0,1,1,1,0,4,1,1,465.0,21473
0.0,1.0,1,1,1,0,1,0,0,1102.0,63339
0.0,1.0,1,1,0,0,2,0,5,7.0,1107
1.0,0.0,1,1,1,0,4,1,3,1080.0,47947
0.0,1.0,1,1,0,0,1,0,1,118.0,5437
1.0,0.0,1,1,0,0,3,0,3,259.0,6387
1.0,0.0,1,1,0,0,3,1,0,26.0,204
0.0,1.0,1,0,0,0,1,0,5,13.0,1785
0.0,1.0,1,0,0,0,1,0,3,5.0,66
1.0,0.0,1,1,1,0,4,1,4,6595.0,29369
0.0,1.0,1,0,0,0,2,0,2,87.0,398
1.0,0.0,0,0,0,4,1,0,5,32.0,127
1.0,0.0,1,0,0,0,0,1,3,10.0,10
1.0,0.0,1,1,0,0,4,1,2,189.0,1210
1.0,0.0,1,1,1,0,3,1,4,2835.0,140799
1.0,0.0,1,1,1,0,3,1,1,698.0,62371
0.0,1.0,1,0,0,0,2,1,1,9.0,204
1.0,0.0,1,1,0,0,3,0,3,8.0,1583
0.0,1.0,0,0,0,3,0,1,2,7.0,37
0.0,1.0,1,0,0,0,2,0,5,5.0,65
1.0,0.0,1,1,1,0,4,1,2,3845.0,104556
1.0,0.0,1,1,1,0,2,0,4,17.0,1068
0.0,1.0,1,0,1,0,4,1,2,47.0,2028
0.0,1.0,1,1,0,0,2,1,3,46.0,737
1.0,0.0,1,1,0,0,2,0,2,537.0,2611
0.0,1.0,0,0,0,1,2,0,2,5.0,35
0.0,1.0,1,1,0,0,1,0,2,1.0,32
0.0,1.0,1,0,0,0,3,1,1,106.0,250
0.0,1.0,1,0,0,0,2,1,4,67.0,578
1.0,0.0,1,1,0,0,2,0,5,43.0,174
0.0,1.0,1,1,0,0,2,0,5,3.0,58
1.0,0.0,1,1,1,0,2,1,4,92.0,2918
0.0,1.0,1,0,0,0,2,0,3,93.0,344
1.0,0.0,0,0,0,1,1,0,5,124.0,805
0.0,1.0,0,0,0,3,3,0,3,13.0,19
1.0,0.0,1,1,1,0,2,1,1,49.0,6000
1.0,0.0,1,1,0,0,4,0,1,32.0,393
1.0,0.0,1,0,1,0,4,1,3,2190.0,161892
1.0,0.0,1,0,0,0,3,0,5,9.0,24
1.0,0.0,0,0,0,4,4,0,4,9.0,27
0.0,1.0,1,0,1,0,4,0,1,376.0,24417
0.0,1.0,1,0,0,0,1,1,2,71.0,2531
0.0,1.0,1,0,0,0,0,1,0,6.0,18
0.0,1.0,1,0,0,0,2,1,3,2.0,724
1.0,0.0,1,0,0,0,0,0,4,32.0,78
0.0,1.0,1,1,0,0,2,1,3,29.0,482
1.0,0.0,1,1,1,0,3,0,3,364.0,11526
0.0,1.0,1,1,0,0,1,0,3,10.0,128
0.0,1.0,1,0,0,0,4,0,3,292.0,345
0.0,1.0,1,0,0,0,1,1,3,21.0,65
0.0,1.0,1,0,0,0,1,1,0,8.0,10
0.0,1.0,1,1,0,0,0,0,2,0.0,21
1.0,0.0,0,0,0,2,4,1,0,64.0,183
0.0,1.0,1,0,0,0,3,1,1,60.0,442
0.0,1.0,1,1,0,0,2,1,5,16.0,577
1.0,0.0,1,0,0,0,2,0,0,5.0,5
1.0,0.0,1,0,0,0,3,1,2,11.0,145
0.0,1.0,1,1,0,0,1,0,1,39.0,205
1.0,0.0,1,1,0,0,4,1,1,779.0,12553
1.0,0.0,1,1,1,0,2,1,3,100.0,19294
1.0,0.0,1,1,1,0,2,1,1,1933.0,13295
0.0,1.0,1,1,0,0,1,0,3,7.0,92
0.0,1.0,1,1,1,0,2,1,1,1341.0,167241
0.0,1.0,1,0,0,0,1,1,4,10.0,181
1.0,0.0,1,1,0,0,2,1,0,9.0,94
1.0,0.0,1,1,0,0,3,0,1,11.0,63
1.0,0.0,1,1,1,0,3,1,4,923.0,20058
1.0,0.0,1,1,0,0,2,1,2,160.0,4770
0.0,1.0,1,0,0,0,1,1,3,1682.0,3604
1.0,0.0,1,1,1,0,3,1,0,451.0,43848
0.0,1.0,1,1,0,0,4,1,3,1094.0,6517
1.0,0.0,1,1,1,0,4,1,2,639.0,23597
0.0,1.0,0,0,0,2,4,0,4,7.0,12
0.0,1.0,1,0,0,0,2,0,0,36.0,243
1.0,0.0,1,1,1,0,4,1,1,2179.0,58923
0.0,1.0,1,1,0,0,0,0,4,0.0,248
0.0,1.0,1,1,0,0,1,0,3,106.0,2829
1.0,0.0,1,1,0,0,2,1,1,568.0,2784
0.0,1.0,1,0,0,0,0,1,3,5.0,44
0.0,1.0,1,1,0,0,0,0,1,2.0,29
1.0,0.0,1,0,1,0,2,0,2,1029.0,4274
1.0,0.0,1,1,0,0,4,1,0,858.0,14605
0.0,1.0,0,0,0,4,2,0,4,3.0,33
1.0,0.0,1,1,1,0,3,1,0,319.0,15606
1.0,0.0,0,0,0,2,2,0,4,7.0,54
1.0,0.0,1,0,1,0,2,1,3,185.0,13177
1.0,0.0,1,1,0,0,2,0,1,856.0,13166
1.0,0.0,1,1,1,0,2,0,2,389.0,90184
0.0,1.0,1,0,0,0,0,0,3,217.0,552
0.0,1.0,1,1,0,0,1,0,4,22.0,1543
1.0,0.0,1,1,0,0,2,0,1,179.0,901
1.0,0.0,1,0,1,0,2,1,1,621.0,16535
0.0,1.0,1,1,0,0,2,1,0,536.0,25294
1.0,0.0,1,1,0,0,3,1,3,4.0,381
0.0,1.0,1,0,1,0,2,0,2,43.0,28519
1.0,0.0,1,1,1,0,4,1,3,2225.0,52260
0.0,1.0,1,1,1,0,1,0,3,185.0,13621
0.0,1.0,1,1,1,0,2,0,3,8.0,1813
0.0,1.0,1,1,0,0,2,0,2,4.0,302
1.0,0.0,0,0,0,1,4,0,0,6.0,373
0.0,1.0,1,0,0,0,0,1,3,62.0,320
1.0,0.0,1,1,0,0,4,1,2,315.0,2641
1.0,0.0,0,0,0,1,3,0,4,87.0,529
0.0,1.0,1,1,0,0,0,0,3,15.0,116
0.0,1.0,1,1,0,0,1,0,2,3.0,8
0.0,1.0,1,1,1,0,2,0,3,7.0,13817
1.0,0.0,1,1,0,0,3,0,4,181.0,3544
0.0,1.0,1,1,1,0,2,1,2,138.0,8069
0.0,1.0,1,1,0,0,1,0,3,6.0,145
1.0,0.0,1,1,1,0,2,0,5,38.0,3950
1.0,0.0,1,1,1,0,4,1,2,4885.0,38209
1.0,0.0,1,1,1,0,4,1,0,1081.0,67796
0.0,1.0,1,0,0,0,2,1,3,189.0,1353
0.0,1.0,1,0,0,0,3,1,2,6.0,7107
1.0,0.0,1,1,0,0,2,0,3,602.0,10345
1.0,0.0,1,1,0,0,1,1,4,289.0,1030
0.0,1.0,1,1,0,0,1,0,3,9.0,308
1.0,0.0,1,1,1,0,2,1,0,661.0,22928
1.0,0.0,0,0,0,3,2,0,4,167.0,1108
1.0,0.0,1,1,1,0,4,1,2,853.0,316520
1.0,0.0,1,1,0,0,2,1,3,2.0,30
1.0,0.0,1,0,1,0,4,1,2,145.0,42605
0.0,1.0,1,1,1,0,1,1,4,996.0,45641
0.0,1.0,1,1,0,0,2,1,0,14.0,82
1.0,0.0,1,1,1,0,4,0,3,128.0,27789
1.0,0.0,1,1,1,0,3,0,3,74.0,7756
1.0,0.0,1,1,0,0,4,1,0,461.0,1858
1.0,0.0,1,1,0,0,3,1,0,445.0,6876
1.0,0.0,1,1,0,0,4,0,3,13.0,2109
1.0,0.0,1,1,1,0,2,1,2,108.0,34493
0.0,1.0,1,0,0,0,0,0,2,22.0,106
0.0,1.0,1,0,0,0,2,1,2,11.0,320
0.0,1.0,1,0,0,0,1,0,0,6.0,58
0.0,1.0,1,1,0,0,2,1,2,147.0,696
0.0,1.0,1,1,0,0,2,1,0,11.0,762
0.0,1.0,0,0,0,1,0,0,4,22.0,972
1.0,0.0,1,0,1,0,4,1,4,234.0,19753
0.0,1.0,0,0,0,1,2,0,4,4.0,67
1.0,0.0,1,0,0,0,4,1,2,1539.0,32574
0.0,1.0,1,1,0,0,2,0,0,29.0,847
1.0,0.0,1,1,1,0,2,0,5,244.0,37269
0.0,1.0,1,0,0,0,2,1,2,23.0,993
0.0,1.0,1,1,0,0,1,0,3,2.0,5
1.0,0.0,0,0,0,2,2,0,2,76.0,1076
1.0,0.0,1,0,0,0,4,1,1,2320.0,39110
1.0,0.0,1,1,1,0,3,0,3,1663.0,28515
1.0,0.0,0,0,0,2,4,0,4,9.0,39
1.0,0.0,1,0,1,0,4,1,2,9838.0,91087
1.0,0.0,1,1,0,0,2,0,4,82.0,738
1.0,0.0,1,1,0,0,4,1,1,249.0,3724
0.0,1.0,1,1,0,0,1,1,3,53.0,236
1.0,0.0,0,0,0,2,4,0,3,8.0,49
0.0,1.0,0,0,0,1,2,0,4,10.0,20
1.0,0.0,1,0,1,0,3,1,1,13025.0,156199
1.0,0.0,0,0,0,1,4,0,4,24.0,236
1.0,0.0,1,1,0,0,4,1,3,200.0,2070
0.0,1.0,1,0,0,0,1,1,4,38.0,12484
0.0,1.0,1,0,0,0,1,0,0,91.0,445
1.0,0.0,1,1,0,0,4,0,1,323.0,1193
0.0,1.0,1,0,0,0,2,1,3,11.0,23
0.0,1.0,1,1,1,0,1,0,1,20.0,3384
0.0,1.0,1,0,0,0,2,0,2,19.0,36
1.0,0.0,1,1,0,0,2,0,2,38.0,9089
0.0,1.0,1,0,0,0,1,0,4,6.0,8
0.0,1.0,1,1,0,0,4,1,3,210.0,947
1.0,0.0,1,0,0,0,4,1,1,170.0,1639
0.0,1.0,1,0,0,0,0,0,2,4.0,147
0.0,1.0,1,0,0,0,4,1,0,7.0,12
1.0,0.0,1,1,1,0,2,1,2,5822.0,37516
0.0,1.0,1,0,0,0,2,1,3,1.0,46
0.0,1.0,1,1,0,0,0,0,2,17.0,491
1.0,0.0,1,1,1,0,4,1,0,280.0,20092
1.0,0.0,1,1,0,0,4,1,1,811.0,9791
1.0,0.0,1,0,0,0,1,1,4,2933.0,17509
0.0,1.0,1,0,0,0,4,1,2,503.0,8090
1.0,0.0,1,1,1,0,2,1,3,1160.0,12276
1.0,0.0,1,1,0,0,1,0,2,6.0,64
1.0,0.0,1,1,1,0,3,1,2,22.0,418
1.0,0.0,1,1,1,0,2,1,0,27.0,633
0.0,1.0,1,0,0,0,2,1,2,600.0,774
1.0,0.0,1,1,1,0,2,1,1,715.0,21659
1.0,0.0,1,1,1,0,2,1,2,71.0,1382
0.0,1.0,1,0,0,0,1,1,3,38.0,249
1.0,0.0,1,1,1,0,4,0,1,36.0,580
1.0,0.0,1,1,0,0,4,1,2,134.0,4482
1.0,0.0,1,1,0,0,4,1,1,872.0,4584
0.0,1.0,1,1,0,0,0,0,3,5.0,93
1.0,0.0,1,1,0,0,3,0,4,262.0,2727
1.0,0.0,1,1,1,0,2,1,1,2714.0,112209
1.0,0.0,1,0,0,0,3,1,3,27.0,2262
1.0,0.0,1,1,0,0,3,1,2,72.0,3187
0.0,1.0,1,1,0,0,1,1,0,4.0,27
1.0,0.0,1,1,0,0,4,1,1,7.0,128
1.0,0.0,1,1,1,0,4,1,4,100.0,2117
1.0,0.0,1,1,1,0,2,1,3,892.0,18658
1.0,0.0,1,1,0,0,2,0,3,176.0,518
0.0,1.0,0,0,0,1,2,0,4,6.0,31
0.0,1.0,1,1,0,0,2,0,1,6.0,200
1.0,0.0,1,1,1,0,2,1,0,136.0,5661
0.0,1.0,1,0,0,0,2,1,4,5.0,104
0.0,1.0,1,0,0,0,0,0,2,10.0,297
1.0,0.0,1,1,1,0,2,1,0,1192.0,10324
0.0,1.0,1,0,0,0,0,1,1,6.0,51
0.0,1.0,1,1,0,0,0,0,3,14.0,911
0.0,1.0,1,0,0,0,0,1,3,1.0,7
0.0,1.0,1,0,0,0,0,0,2,21.0,52
0.0,1.0,1,0,0,0,0,0,3,92.0,346
1.0,0.0,1,1,0,0,2,0,2,4.0,22
0.0,1.0,1,0,0,0,0,1,3,37.0,776
1.0,0.0,1,0,0,0,1,1,3,30.0,47
0.0,1.0,1,0,0,0,0,1,4,84.0,842
0.0,1.0,1,1,0,0,2,0,4,309.0,421
1.0,0.0,1,1,1,0,3,0,1,86.0,1835
1.0,0.0,1,1,0,0,4,1,1,113.0,1971
0.0,1.0,1,0,0,0,2,0,4,6.0,19
1.0,0.0,1,1,0,0,2,0,1,7.0,3169
0.0,1.0,1,0,0,0,3,1,3,1.0,150
1.0,0.0,1,1,0,0,1,1,2,83.0,3292
0.0,1.0,1,1,0,0,3,1,2,28.0,411
1.0,0.0,1,0,0,0,4,1,2,696.0,5591
0.0,1.0,0,0,0,1,2,0,3,4.0,22
1.0,0.0,1,0,0,0,3,1,3,979.0,15013
1.0,0.0,0,0,0,1,2,1,3,10.0,49
1.0,0.0,0,0,0,3,3,0,1,49.0,182
1.0,0.0,1,0,0,0,1,1,2,159.0,1202
1.0,0.0,1,0,0,0,4,0,2,381.0,1020
0.0,1.0,1,0,0,0,1,0,2,31.0,121
0.0,1.0,1,1,1,0,2,0,1,66.0,5906
1.0,0.0,1,1,0,0,4,1,0,14.0,437
1.0,0.0,1,1,1,0,3,1,2,3774.0,18706
1.0,0.0,1,1,0,0,3,1,0,359.0,44475
1.0,0.0,1,1,1,0,2,0,4,24.0,1175
1.0,0.0,1,1,1,0,4,1,2,6646.0,90730
1.0,0.0,1,0,1,0,4,0,0,46.0,1550
1.0,0.0,1,1,0,0,3,1,0,24.0,36
0.0,1.0,1,0,0,0,2,1,1,17.0,168
0.0,1.0,0,0,0,3,2,0,5,12.0,18
0.0,1.0,1,0,0,0,4,0,3,23.0,112
0.0,1.0,1,1,0,0,1,1,3,23.0,173
1.0,0.0,1,1,1,0,2,1,2,88.0,11064
0.0,1.0,1,1,0,0,0,1,4,17.0,1358
1.0,0.0,1,1,1,0,4,1,2,681.0,71538
0.0,1.0,0,0,0,1,2,0,1,15.0,47
1.0,0.0,1,1,1,0,2,1,0,626.0,43075
0.0,1.0,1,1,0,0,2,1,1,27.0,290
0.0,1.0,1,0,0,0,1,1,3,35.0,189
0.0,1.0,0,0,0,2,4,0,5,3.0,43
0.0,1.0,1,1,1,0,2,1,3,49.0,6958
0.0,1.0,1,1,1,0,0,1,3,510.0,56074
1.0,0.0,1,1,0,0,3,0,1,5.0,18
0.0,1.0,0,0,0,1,2,0,5,6.0,55
1.0,0.0,1,0,1,0,2,1,0,62.0,5796
1.0,0.0,1,1,0,0,4,0,3,74.0,3975
0.0,1.0,1,1,0,0,3,0,1,3499.0,13357
1.0,0.0,1,1,0,0,3,1,2,93.0,3491
1.0,0.0,1,1,0,0,3,0,0,97.0,346
1.0,0.0,1,1,0,0,4,1,3,861.0,3908
1.0,0.0,1,1,0,0,2,0,3,559.0,2223
0.0,1.0,1,1,0,0,1,1,2,48.0,389
1.0,0.0,1,1,0,0,2,0,0,41.0,106
0.0,1.0,0,0,0,2,2,0,5,6.0,34
0.0,1.0,0,0,0,1,2,0,3,15.0,81
0.0,1.0,1,1,0,0,2,0,3,5430.0,20226
1.0,0.0,1,1,0,0,2,0,2,216.0,4390
0.0,1.0,1,0,1,0,2,1,3,75.0,4893
0.0,1.0,1,0,0,0,2,1,3,119.0,360
0.0,1.0,1,1,0,0,1,1,3,830.0,2381
1.0,0.0,1,1,0,0,4,1,0,65.0,2896
0.0,1.0,0,0,0,1,1,0,4,44.0,118
0.0,1.0,1,1,0,0,0,0,2,26.0,354
0.0,1.0,0,0,0,1,2,0,2,2.0,31
0.0,1.0,0,0,0,1,2,0,2,10.0,106
1.0,0.0,1,1,0,0,1,1,2,1230.0,4575
0.0,1.0,1,0,0,0,1,0,4,2.0,7
1.0,0.0,1,1,1,0,4,0,0,1321.0,24521
1.0,0.0,1,1,0,0,2,0,3,32.0,931
1.0,0.0,1,1,0,0,2,1,2,216.0,4632
0.0,1.0,1,0,0,0,2,0,2,23.0,47
1.0,0.0,1,1,1,0,2,1,2,292.0,31297
0.0,1.0,1,0,0,0,4,1,2,116.0,349
1.0,0.0,1,1,0,0,2,0,4,46.0,722
1.0,0.0,1,1,1,0,2,0,2,11580.0,358167
0.0,1.0,1,1,0,0,0,0,3,14.0,291
0.0,1.0,1,0,0,0,2,1,1,14.0,41
1.0,0.0,1,1,0,0,4,0,0,15.0,82
1.0,0.0,1,0,0,0,2,1,0,30.0,244
0.0,1.0,1,1,0,0,1,1,2,415.0,3907
1.0,0.0,1,1,0,0,2,1,3,31.0,118
1.0,0.0,1,0,0,0,3,1,3,3849.0,19157
1.0,0.0,1,1,1,0,4,0,3,49.0,4196
1.0,0.0,1,1,0,0,3,1,3,1613.0,8134
0.0,1.0,1,1,0,0,2,1,3,207.0,9064
0.0,1.0,1,1,1,0,1,1,2,177.0,1462
0.0,1.0,1,0,1,0,2,1,2,69.0,22973
0.0,1.0,1,1,0,0,1,0,3,7.0,1275
0.0,1.0,1,1,0,0,2,1,3,7.0,715
1.0,0.0,1,1,0,0,2,0,3,251.0,10477
1.0,0.0,1,1,0,0,4,1,1,90.0,2360
0.0,1.0,1,1,0,0,4,1,4,208.0,4534
1.0,0.0,1,1,1,0,4,1,1,1273.0,57429
1.0,0.0,0,0,0,3,2,1,4,25.0,180
0.0,1.0,1,1,0,0,2,1,2,9.0,780
0.0,1.0,1,0,0,0,0,0,2,4.0,14
0.0,1.0,1,1,0,0,0,0,5,8.0,483
0.0,1.0,1,0,0,0,0,1,4,111.0,116
0.0,1.0,1,1,1,0,1,0,5,162.0,3545
0.0,1.0,1,0,0,0,2,0,2,28.0,73
0.0,1.0,0,0,0,1,2,1,3,44.0,271
1.0,0.0,1,1,0,0,4,1,1,22.0,414
0.0,1.0,1,1,1,0,0,0,4,154.0,3896
1.0,0.0,1,1,0,0,3,1,3,24.0,169
0.0,1.0,1,1,0,0,1,1,1,593.0,9610
1.0,0.0,1,1,1,0,3,1,3,1470.0,309732
0.0,1.0,1,1,0,0,0,0,3,19.0,133
1.0,0.0,1,1,0,0,2,1,2,44.0,878
0.0,1.0,1,0,0,0,0,1,0,63.0,3183
1.0,0.0,1,0,0,0,4,1,2,881.0,15277
0.0,1.0,0,0,0,1,2,0,3,3.0,12
1.0,0.0,1,1,0,0,3,1,3,64.0,1357
0.0,1.0,1,1,1,0,2,1,2,255.0,14033
1.0,0.0,1,1,0,0,2,0,2,36.0,114
0.0,1.0,1,0,0,0,2,0,4,78.0,180
1.0,0.0,1,1,1,0,3,1,0,97.0,11192
1.0,0.0,1,1,1,0,2,1,0,1184.0,11128
0.0,1.0,1,0,0,0,0,1,2,12.0,141
0.0,1.0,1,1,0,0,2,0,5,5.0,356
0.0,1.0,1,0,0,0,2,1,0,10.0,79
0.0,1.0,1,0,0,0,2,1,5,78.0,107
1.0,0.0,1,1,0,0,2,0,1,1.0,43
0.0,1.0,0,0,0,1,1,1,4,20.0,284
1.0,0.0,1,1,0,0,2,1,2,123.0,3565
0.0,1.0,1,0,0,0,3,0,2,180.0,270
1.0,0.0,1,1,0,0,4,1,2,2433.0,7249
1.0,0.0,1,1,0,0,4,1,0,586.0,23968
1.0,0.0,0,0,0,1,2,0,3,5.0,9
0.0,1.0,1,0,0,0,4,1,1,22.0,3719
0.0,1.0,1,1,1,0,2,0,3,973.0,61355
0.0,1.0,1,1,1,0,1,1,3,16.0,1132
0.0,1.0,1,1,0,0,3,0,3,7.0,149
0.0,1.0,1,1,0,0,2,1,3,1.0,84
0.0,1.0,1,1,0,0,2,1,3,22.0,1043
0.0,1.0,1,1,0,0,3,1,2,26.0,300
0.0,1.0,1,1,0,0,2,0,4,13.0,1404
0.0,1.0,1,1,0,0,1,0,3,25.0,1857
0.0,1.0,0,0,0,1,0,0,2,9.0,23
0.0,1.0,1,1,0,0,1,0,2,191.0,2126
1.0,0.0,0,0,0,3,3,0,5,78.0,708
0.0,1.0,1,1,0,0,2,0,5,2376.0,17472
1.0,0.0,1,1,0,0,2,1,4,6.0,321
1.0,0.0,1,1,0,0,2,0,1,6.0,250
0.0,1.0,1,0,0,0,2,1,2,43.0,47
1.0,0.0,1,1,0,0,4,0,2,16.0,248
0.0,1.0,1,1,0,0,1,1,1,55.0,8628
0.0,1.0,1,1,0,0,1,0,4,9.0,39
1.0,0.0,1,0,0,0,2,1,2,131.0,2208
1.0,0.0,1,1,0,0,2,1,1,2470.0,8935
0.0,1.0,1,1,0,0,1,0,0,161.0,3678
0.0,1.0,0,0,0,1,1,1,4,24.0,287
0.0,1.0,1,1,0,0,0,0,5,16.0,540
1.0,0.0,1,1,1,0,4,1,0,2322.0,149991
1.0,0.0,1,1,0,0,2,0,3,7.0,77
1.0,0.0,1,1,1,0,3,1,3,33.0,1359
1.0,0.0,1,1,1,0,2,1,2,51.0,2974
0.0,1.0,1,0,0,0,2,0,0,3.0,15
0.0,1.0,1,0,0,0,1,1,3,322.0,2358
1.0,0.0,1,1,0,0,0,0,1,18.0,196
1.0,0.0,1,1,1,0,4,0,0,926.0,113273
0.0,1.0,0,0,0,1,2,0,3,4.0,21
1.0,0.0,1,0,1,0,4,0,3,14246.0,305231
1.0,0.0,1,1,1,0,3,1,4,890.0,4266
0.0,1.0,0,0,0,1,2,0,3,7.0,17
1.0,0.0,1,1,0,0,3,1,2,189.0,3249
1.0,0.0,1,1,0,0,2,1,2,2.0,87
0.0,1.0,1,1,0,0,2,1,2,14.0,317
1.0,0.0,1,1,1,0,3,1,2,648.0,48073
1.0,0.0,1,1,0,0,2,1,2,372.0,4442
1.0,0.0,1,1,0,0,4,1,0,638.0,2896
0.0,1.0,1,0,0,0,1,1,2,43.0,137
0.0,1.0,0,0,0,4,0,0,2,4.0,7
1.0,0.0,1,1,1,0,4,0,4,1938.0,120731
0.0,1.0,1,0,1,0,2,0,3,364.0,19880
1.0,0.0,1,1,0,0,4,1,2,36.0,193
0.0,1.0,1,0,0,0,1,1,0,137.0,488
1.0,0.0,1,1,0,0,3,0,5,5705.0,30138
1.0,0.0,1,1,1,0,2,1,3,5600.0,95083
0.0,1.0,1,1,1,0,1,0,2,18.0,2767
1.0,0.0,1,1,1,0,4,1,3,211.0,15175
0.0,1.0,1,1,1,0,2,1,1,837.0,17652
1.0,0.0,1,1,0,0,4,0,0,110.0,2788
1.0,0.0,1,1,1,0,4,0,1,285.0,31217
0.0,1.0,1,0,0,0,4,0,2,102.0,281
1.0,0.0,0,0,0,1,2,0,4,130.0,1254
1.0,0.0,1,0,0,0,4,1,0,384.0,2949
0.0,1.0,1,0,0,0,0,1,2,1.0,21
1.0,0.0,1,1,0,0,4,1,2,70.0,667
1.0,0.0,1,1,1,0,3,0,2,63.0,3397
1.0,0.0,1,0,1,0,4,1,1,7945.0,173554
0.0,1.0,0,0,0,1,2,0,2,5.0,11
1.0,0.0,1,1,0,0,2,0,2,74.0,157
0.0,1.0,1,1,0,0,1,1,3,45.0,355
